file_name,label,word_sequence
6168_10.txt,1,0-0-0-848-0-0-0-3-264-0-0-0-0-173-28-0-0-0-0-0-49-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-788-453-0-0-3-0-0-0-48-0-0-26-0-0-0-189-2-600-65-0-0-662
2712_10.txt,1,0-0-0-0-0-0-0-0-0-0-62-79-0-0-404-0-4-0-0-0-0-0-0-0-43-0-0-0-0-0-0-0-0-564-0-0-0-0-0-0-271-0-0-0-126-0-0-0-0-62-0-0-0-0-38-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-945-0-0-259-0-0-0-0-0-0-803-0-0-0-466-0-0-0-856-0-0-579-0-0-0-55-0-0-370-0-386-0-0-0-0-0-0-0-0-0-0-0-0-339-0-0-0-817-0-0-0-0-549-0-0-0-822-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66-0-0-3-0-0-0-0-771-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-107-0-0-0-368-637-0-0-0-1-1-145-0-303-0-0-0-701-0-976-0-0-966-857-0-0-434-0-46-0-0-644-0-0-0-0-0-288-0-0-0-0-0-2-0-0-0-0-32-605-0-0-219-0-0-233-0-0-0-0-0-0-0-233-0-0-0-0-0-0-933-178-0-0-446-0-0-0-0-278-0-0-0-0-4-0-847-1000-0-0-0-331-148-0-0-0-0-0-0-0-0-0-0-0-0-255-0-0-0-281-0-0-0-0-0-0-478-0-182-0-0-0-0-0-455-0-0-0-159-198-0-0-0-0-0-0-0-256-0-0-670-0-0-0-0-0-0-0-0-116-0-0-0-872-0-0-0-382-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-235-0-0-0-0-0-0-582-0-0-0-0-294-0-666-0-0-2-321
3225_10.txt,1,0-0-0-0-2-0-29-0-0-539-0-0-0-0-71-0-0-0-0-2-187-0-96-0-0-0-0-0-0-500-0-158-0-71-0-16-0-474-0-0-0-42-0-0-781-0-0-0-0-0-56-0-0-0-107-0-625-0-0-0-0-0-0-0-251-0-2-0-0-0-0-0-815-0-80-0-29-0-6-113-3
3574_10.txt,1,0-152-0-48-379-0-461-0-3-0-0-946-0-0-413-0-21-250-481-0-0-308-52-437-0-0-7-0-0-20-3-0-0-0-0-0-329-0-0-0-0-43-0-0-0-0-63-12-0-0-0-0-4-144-0-174-0-0-0-0-0-0-554-0-0-105-0-0-0-854-0-0-171-629-0-0-3-0-0-426-0-0-0-0-478-0-0-0-0-991-0-361-0-0-70-0-864-15-34-0-1-1-0-0-0-0-478-0-110-555-0-0-0-127-0-0-0-0-0-0-0-0-3-0-0-0-0-0-0-596-0-0-931-309-823-0-0-0-308-0-0-0-0-0-0-87-0-0-20-0-0-109-0-0-0-3-0-0-0-0-73-0-211-0-0-426-869-76-0-0-68-0-0-774-0-0-10-577-0-0-0-0-0-0-362-0-261-66-0-74-49-52-0-759-0-0-0-109-34-48-0-0-30-7-34-8-389-0-0-57-0-0-49-0-49-0-0-0-0-35-116-0-931-0-0-188-0-0-133-1-1-0-68-0-0-0-0-0-101-0-111-468-0-127-0-0-0-0-0-3-0-0-0-0-0-0-0-379-0-0-0-68-643-0-0-0-0-468-0-0-0-95-0-0-0-0-977-0-0-55-0-0-0-0-142-0-0-53-0-0-3-0-81-440-0-0-40-0-0-0-0-0-43-0-13-5-276-182-0-30-27-0-222-693-0-0-9-0-586-380-394-440-0-0-0-0-0-0-40-0-0-0-0-0-0-8-0-0-0-0-281-694-0-0-3-1-1-0-36-0-13-0-0-10-178-0-17-586-0-0-0-0-0-3-0-0-0-0-609-17-0-0-53-0-0-87-0-0-0-264-27-0-0-119-0-0-869-0-0-59-5-0-0-507-0-0-405-0-0-0-0-953-9-205-0-567-0-81-0-0-0-48-0-0-0-0-796-0-0-0-148-0-0-0-0-0-878-500-1-1-0-0-69-0-0-59-427-0-0-20-638-0-428-0-0-84-522-0-0-0-3-0-0-596-0-165-13-0-0-66-0-0-308-0-0-0-0-0-9-667-0-0-22-0-0-0-0-400-0-0-303-0-0-0-0-0-0-0-0-17-586-0-0-0-0-0-566-0-0-118-0-0-0-0-0-0-0-0-247-0-69-0-0-0-0-0-0-335-0-361-0-0-36-0-0-313-775-0-16-0-0-0-0-0-274-0-0-0-0-0-643-0-868-0-9-0-0-685-0-12-0-0-0-0-12-0-0-105-0-79-0-0-3-5-0-0-308-900-0-79-0-0-0-240-0-1-1-0-0-0-0-400-449-12-1-1-0-210-0-34-0-0-0-0-0-0-0-0-388-0-208-0-0-568-0-0-846-0-0-846-0-0-0-0-0-0
3192_10.txt,1,293-0-102-0-260-612-265-0-873-0-144-0-0-0-0-0-0-0-0-0-0-0-83-0-522-45-4-144-0-0-881-0-0-0-0-0-0-169-0-0-0-0-0-86-0-0-19-0-889-0-0-0-0-83-45-0-0-0-0-160-15-0-297-0-0-0-10-0-0-31-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-417-0-0-83-219-0-0-79-0-0-581-0-0-0-0-0-0-0-0-583-72-0-0-0-0-0-0-752-0-0-685-992-0-139-0-179
716_10.txt,1,0-0-2-0-0-0-0-0-0-0-0-0-0-0-492-0-0-807-0-0-0-0-0-95-492-0-0-79-0-0-0-0-0-0-0-51-0-0-0-0-20-2-0-0
2612_10.txt,1,0-0-0-3-0-0-0-14-117-0-0-412-0-686-0-0-0-0-243-0-0-0-893-0-0-629-0-0-0-68-0-0-0-59-0-540-76-374-0-0-0-0-723-0-89-0-0-0-291-0-179-202-0-0-0-0-0-0-0-3-0-0-0-0-0-0-344-175-0-0-28-0-0-0-0-117-0-73-0-64-0-0-3-0-22-0-0-77-0-468-0-0-0-0-0-0-0-0-126-0-213-364-0-3-0-0-0-0-40-0-0-0-0-0-44-274-0-0-0-20-590-0-587-0-3-629-0-0-0-0-230
5568_8.txt,1,0-628-0-0-0-0-0-500-0-0-0-954-0-0-0-0-0-8-0-0-0-0-0-0-0-710-0-114-0-0-0-0-693-0-0-0-0-0-0-0-0-0-0-0-0-0-0-46-0-791-65-98-0-0-522-0-204-0-0-0-0-234-50-0-0-0-494-49-0-0-16-0-0-0-0-382-0-0-0-0-64-18-65-0-0-472-0-0-0-680-0-472-60-0-49-0-0-0-902-49-0-0-281-0-0-0-0-423-0-97-0-0-70-927-45-0-0-0-0-0-0-20-680-0-0-0-0-0-0-0-77-0-0-0-0-0-1-1-0-0
6554_7.txt,1,458-0-0-0-48-1-1-0-2-0-198-0-0-0-505-0-215-0-0-0-207-0-93-978-0-0-302-0-0-207-0-0-0-0-0-0-0-0-583-0-2-0-0-0-0-0-0-0-0-0-108-0-0-254-2-0-317-0-115-57-0-0-0-0-0-0-9-0-0-46-70-0-5-0-0-0-0-978-17-0-0-207-0-0-978-0-0-0-0-524-0-0-0-0-207-0-0-0-0-0-26-0-0-277-0-0-0-0-277-0-142-387-0-0-2-0-0-317-0-964-382-0-0-16-0-0-317-0-0-0-0-0-610-0-0-0-11-254-0-0-0-51-12-0-125-17-0-0-0-0-42-61-0-0-0-0-6-2-0-0-711-0-0-0-51-12-0-0-91-0-0-646-0-0-0-11-0-6-2
1807_7.txt,1,0-0-4-0-0-21-30-0-0-247-0-165-0-21-4-461-0-189-131-0-3-0-0-0-391-0-0-0-79-0-434-0-0-0-0-299-0-35-116-0-0-0-0-0-0-0-14-0-0-0-0-0-0-16-0-0-0-42-0-0-240-0-0-226-0-0-26-0-0-0-511-0-65-0-111-0-645-0-0-3-0-0-0-0-0-0-6-47-0-0-0-0-74-28-110-0-0-534-47-8-0-0-768-752-0-0-0-0-274-0-0-0-458-0-205-151-0-0-0-167-0-0-0-23-1-1-0-0-0-0-0-0-0-0-6-2-0-52-62-0-0-0-0-78-0-51
3474_10.txt,1,0-3-0-172-193-439-0-0-0-0-945-0-182-0-0-0-414-0-0-0-461-0-0-0-0-0-0-0-0-0-0-878-0-38-49-0-0-0-554-0-0-0-0-0-0-215-0-0-567-548-0-0-556-39-542-0-0-0-0-0-685
11057_10.txt,1,0-0-58-70-0-0-41-0-0-138-0-127-0-0-0-370-0-59-0-0-0-0-0-0-0-0-0-0-503-0-171-512-0-0-0-0-0-0-0-0-281-0-0-0-0-0-59-0-0-6-0-0-0-0-696-0-0-0-6-10-0-0-258-0-0-9-0-0-0-195-190-0-0-0-0-0-119-0-0-0-0-6-0-0-27-0-0-20-0-0-0-0-393-5-0-0-164-0-0-225-0-24-0-822-74-122-0-24-0-562-41-0-404-251-0-138-41-0-0-0-5-6-393
10231_10.txt,1,0-60-2-0-0-0-0-0-0-0-0-0-693-0-0-0-0-331-0-0-0-0-0-41-0-463-0-0-38-0-0-0-2-0-0-0-253-0-0-0-0-0-35-0-0-0-0-0-0-326-19-2-234-476-0-0-0-0-0-0-844-0-0-0-3-0-0-0-0-0-342-0-0-0-0-0-13-0-631-0-0-0-918-0-0-0-279-0-127-0-0-728-0-0-0-0-0-0-0-0-0-281-518-0-0-0-0-0-395-0-0-438-241-0-0-0-623-0-0-378-1-1-0-3-0-22-0-226-0-0-0-0-0-0-0-0-0-0-969-0-0-0-48-0-0-0-687-0-270-0-0-8-0-0-307-0-0-0-0-0-949-0-0-0-0-0-775-0-8-0-962-0-0-0-0-0-0-0-0-0-16-0-0-70-0-31-0-226-928-0-0-0-0-339-0-0-0-0-0-0-841-0-0-921-0-749-0-102-0-0-0-0-0-749-0-25-0-95-0-0-0-0-0-0-0-147-0-0-0-490-0-0-47-0-0-0-0-0-363-0-0-0-0-6-120-0-393-5-856-47-0-0-0-69-5-0-0-792-0-800-0-0-0-0-0-0-203-0-203-0-0-381-0-0-0-24-0-0-0-0-0-0-0-800-69-0-0-0-0-0-510-0-22-0-0-224-0-980-0-0-0-0-581-49-0-0-307-0-245-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-195-190-64-43-0-0-0-0-2-1-1-0-0-0-0-3-0-0-0-0-0-0-0-0-22-0-0-0-63-0-0-0-0-0-668-0-79-0-0-0-410-939-0-206-0-0-0-0-0-532-68-0-0-0-867-0-385-3-49-0-0-0-0-0-9-0-0-0-0-129-0-0-16-0-64-0-7-48-0-0-0-0-0-0-2-43-0-132-0-4-0-415-0-0-0-0-0-91-0-284-0-0-517-0-0-0-0-3-0-0-226-0-0-2-0-0-131-0-0-0-0-0-23-0-0-22-0-0-0-0-0-0-0-345-0-0-132-0-0-75-0-0-140-0-0-0-2-0-0-143-480-0-7-0-781-0-0-461-0-631-0-2-0-1-1-0-0-0-0-140-0-0-650-0-167-0-0-0-0-611-0-0-0-253-521-0-0-17-0-0-0-0-0-0-0-0-0-0-63-0-0-0-915-0-0-0-29-25-5-0-0-0-0-0-12-59-0-0-0-0-793-0-571-0-351-0-0-0-974-0-479-0-61-0-0-152-0-693-0-0-0-0-0-0-476-0-0-0-0-0-0-0-0-20-0-0-4-0-0-0-0-0-0-0-800-25-43-0-0-2-153-0-0-0-0-16-0-0-10-0-0-0-140-54-393-16-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-430-0-24-0-2-0-0-0-0-0-0-0-0-0-260-0-0-0-123-16-0-116-0-0-0-0-0-269-0-0-0-0-21-2-0-0-43-0-0-0-0-0-0-0-253-652-419-0-0-0-0-0-0-0-0-393-0-0-0-0-4-0-0-0-865-0-0-0-0-43-0-0-0-0-1-1-0-0-612-122-0-101-0-0-0-0-0-104-85-0-0-0-132-51-0-0-0-0-0-0-278
11706_10.txt,1,0-0-0-0-0-0-0-0-7-0-0-48-0-2-0-172-193-0-0-0-22-0-0-0-0-0-0-0-2-0-461-0-0-0-0-0-9-17-0-0-0-0-0-0-0-7-26-0-0-2-0-0-0-0-905-0-0-566-97-192-362-0-0-22-0-0-9-99-0-0-0-69-0-88-0-0-0-75-0-0-2-0-0-0-0-0-0-0-58-0-0-359-0-0-590-0-0-0-0-0-3-0-0-813-0-0-0-0-0-0-0-13-0-48-0-0-0-0-48-0-0-929-0-0-0-0-51-0-0-12-0-3-0-0-0-5-0-590-0-0-0-0-0-0-0-0-227-0-543
11167_9.txt,1,0-0-0-0-2-549-0-31-0-62-601-27-0-0-0-0-0-0-0-0-0-0-0-0-0-173-120-0-0-0-0-0-399-0-986-1-1-0-0-0-0-55-0-0-0-0-0-0-0-0-0-0-332-0-0-186-0-0-0-0-0-0-0-46-0-0-0-0-0-0-0-0-0-0-0-0-705-0-462-0-0-0-85-0-0-9-0-0-0-212-68-0-536-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-460-0-0-0-0-0-0-83-0-0-0-0-0-0-0-0-0-0-164-0-0-0-917-163-0-0-0-95-0-0-0-103-77-0-0-0-0-0-0-39-453-0-0-815-0-0-1-1-260-0-40-0-0-0-919-0-0-678-890-849-32-276-0-0-0-0-0-623-2-0-0-0-14-172-174-0-0
803_10.txt,1,0-0-0-0-123-0-33-217-0-801-0-0-0-0-91-538-0-0-6-2-0-0-0-123-0-33-0-273-0-0-0-914-0-0-47-0-0-0-129-47-0-2-0-0-914-0-0-0-0-0-121-0-0-0-93-4-299-138-0-0-0-0-0-0-0-48-0-0-809-0-0-0-0-0-0-0-218-217-0-105-0-0-0-0-0-0-224-70-443-0-0-0-0-0-0-416-0-0-55-279-0-0-0-0-0-0-0-0-0-47-0-0-0-158-0-0-0-0-809-0-0-0-0-0-0-0-0-0-60-915-580-0-0-0-0-0-0-0-0-0-0-0-70-488-0-0-0-0-495-0-0-809-0-0-0-0-0-22-0-2-160-0-35-116-111-0-0-0-0-139-0-0-22-0-915-0-0-0-0-0-0-0-0-0-78-416-0-0-0-0-0-0-0-53-0
5245_8.txt,1,0-96-0-2-0-0-65-0-0-140-0-0-0-470-480-2-0-4-45-0-0-0-40-39-0-14-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-177-0-120-0-0-0-0-0-0-0-0-0-0-0-0-0-0-201-663-0-0-0-189-0-0-0-0-0-0-201-0-0-0-0-0-739-0-110-679-0-0-0-0-0-61-0-0-0-0-0-40-0-0-0-0-0-0-0-0-0-0-596-0-523-0-0-0-834-0-0-0-0-0-727-0-0-0-33-0-2-0-0-230-0-0-0-10-0-0-404-251-0-0-0-45
7935_8.txt,1,0-0-0-438-241-0-0-73-0-299-0-0-8-0-0-494-745-0-21-0-186-0-0-0-438-241-0-0-0-322-0-0-0-571-0-0-208-0-0-0-32-25-0-0-0-0-0-0-214-0-0-0-0-653-0-0-0-94-3-7-0-0-0-0-0-0-0-0-0-0-0-0-29-1-1-0-0-0-0-0-0-0-0-0-716-3-337-304-0-298-0-357-0-0-147-0-744-0-239-0-0-76-0-0-0-0-438-241-0-716-306-563-0-0-0-0-0-563-0-0-536-12-0-39-0-0-178-1-1-0-355-0-0-0-0-0-144-0-0-0-0-0-0-0-967-429-0-194-0-0-0-600-0-0-0-0-0-0-916-88-0-429-0-203-0-218-0-0-0-0-0-0-223-0-0-0-0-0-0-0-0-0-0-0-0-0-0-870-35-0-0-0-0-0-0-0-0-0-0-716-0-0-0-0-26-0-0-0-0-0-0-0-0-89-0-0-0-0-0-0-0-0-0-216-0-0-0-0-0-0-40-0-216-0-0-0-0-0-0-0-49-0-559-219-0-0-0-327-0-0-179-0-0-406-164-0-0-0-220-0-0-0-0-0-0-0-94-3-0-0-0-0-0-0-327-0-0-0-0-62-0-0-0-0-9-0-0-775-337-1-1-0-73-0-0-2-0-168-0-158-438-529-0-0-0-20-689-0-0-0-0-893-0-0-957-0-0-27-0-0-0-0-2-0-0-0-0-0-298-0-915-1-1-716-0-0-45-177-410-957-0-0-252-680-0-0-0-0-281-0-1-1-0-0-0-716-0-0-0-0-21-716-2-0-33-0-0-0-0-0-127-0-0-609-957-51-0-0-0-0-0-0-0-488-0-77-0-295-510-0-64-0-388-510-0-375-957-0-0-0-0-0-0-0-169-218-0-0-957-24-82-511-0-0-1-1-0-716-2-0-0-0-616-0-0-1-1-370-716-0-35-429-716-0-147
835_8.txt,1,0-0-0-0-0-0-0-428-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-263-70-0-0-0-0-0-11-6-0-0-656-0-0-820-45-0-0-0-10-0-0-2-164-0-31-17-0-0-0-324-0-4-194-0-0-0-0-0-0-0-0-0-727-0-586-0-0-0-0-0-0-67-0-31-17-263-0-178-0-0-97-0-535-0-10-0-198-0-36-0-291-0-0-0-348-0-496-0-34-96-0-0-0-7-0-0-65-0-0-11-0-0-0-110-48-0-2-0-0-110-12
6970_8.txt,1,0-0-4-0-0-0-0-0-539-0-0-0-0-0-0-0-0-66-0-8-0-696-0-0-10-0-0-0-0-0-0-52-0-127-133-0-0-552-0-0-0-0-991-0-0-0-0-0-77-0-0-0-0-483-0-0-660-15-0-0-0-0-44-0-0-0-77-869-59-0-0-0-736-0-0-201-0-0-0-121-0-0-0-418-88-55-0-0-0-0-0-0-0-0-414-0-0-0-0-0-0-0-0-0-0-0-197-0-14-0-0-0-137-213-0-0-0-567-0-39-0-159-0-0-0-0-0-0-66-0-0-8-0-0-0-12-0-217-0-0-141-0-0-143-0-0-0-0-0-0-0-126-0-0-0-0-0-0-0-0-12-0-317-4-0-0-0-237-0-0-8-888-0-0-350-0-0-0-0-0-0-0-26-0-7-0-0-6-200-0-0-0-0-0-0-0-0-439-0-0-0-0-12-0-0-78-0-0-0-724-10-0-20-0-12-0-0-0-368-326-0-0-0-0-0-154-0-0-0-0-0-0-40-0-0-724-0-0-311-0-0-0-266-0-0-394-0-0-0-663-0-8-0-0-0-78-0-0-0-0-0-0-0-0-109-277-0-0-311-0-0-266-0-0-617-0-8-0-931-190-0-44-0-0-0-0-0-0-12-0-0-95-170-0-0-0-0-0-0-112-225-0-0-0-0-280-0-215-0-80-0-12-0-0-0-10-250-0-0
9533_9.txt,1,0-15-0-0-44-0-424-0-0-0-0-0-15-0-0-823-0-0-0-23-630-0-0-0-38-126-0-0-468-83-0-0-0-0-750-0-264-0-0-28-0-0-10-0-0-548-0-271-4-0-0-38-28-229-0-0-101-9-1-1-0-3-0-332-0-0-0-0-501-0-0-0-0-0-574-0-0-0-0-0-10-0-533-0-0-31-0-0-0-0-0-417-0-0-0-0-201-0-0-368-0-182-0-415-0-0-145-0-0-45-322-0-427-0-0-0-697-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-820-0-0-0-0-197-0-31-292-0-0-149-0-266-0-292-0-0-0-0-0-9-853-53-0-0-0-535-0-680-0-0-0-0-0-0-0-106-0-1-1-0-0-20-0-0-450-0-0-285-148-0-0-0-135-0-0-0-10-0-0-0-189-797-390-392-331-0-574-0-0-0-0-0-0-0-335-0-0-0-0-0-0-0-0-10-0-0-0-254-0-455-0-0-0-0-0-1-1-0-0-0-532-0-0-0-0-3-0-0-0-0-189-0-0-0-0-0-0-38-478-0-33-0-0-29-0-73-0-30-0-49-0-0-0-346-0-0-0-382-0-0-0-77-979-0-203-373-0-0-856-0-0-382-0-0-0-0-0-0-0-0-0-85-0-0-380-0-0-382-0-12-346-0-0-0-0-0-0-380-0-0-0-0-0-0-0-0-0-53-213-85-0-382-0-0-0-0-0-0-1-1-0-0-20-76-0-875-0-0-45-0-0-0-344-3-0-519-0-0-0-0-22-0-670-3-0-0-0-199-759-0-0-814-0-0-199-759-0-781-0-0-186-68-0-0-547-589-0-695-0-0-334-0-681-0-508-0-0-0-61-62-0-0-0-589-0-0-31-30-0-0-0-0-0-0-0-157-0-4-0-0-20-744-0-0-901-0-0-0-1-1-0-3-0-0-0-385-0-0-0-0-0-0-0-0-0-169-604-0-0-0-36-0-10-0-0-0-46-893-0-0-0-0-62-601-0-0-0-0-0-0-0-508-0-0-0-0-38-3-0-0-206-888-0-0-0-0-0-0-0-0-424-0
5393_10.txt,1,0-0-129-4-0-0-0-0-0-54-0-0-0-0-97-0-0-0-0-48-0-830-0-21-0-0-56-0-0-4-0-163-0-0-0-97-0-0-0-0-0-126-0-0-345-317-0-0-0-0-0-0-120-0-0-0-24-0-342-0-176-0-41-0-12-0-0-388-0-0-0-260-0-0-630-101-0-31-792-0-0-111-0-12-0-186-0-204-0-45-0-8-0-111-0-29-630-0-0-0-0-480-101-126-0-0-780-0-0-11-390-0-0-0-41-0-0-0-6-18-0-0-269-107-0-0-802-386-156-0-0-314-126-0-251-0-0-0-0-230-394-0-0-845-0-54-630-101-973-85-0-0-0-0
